parameter	direction	node_id	evaluation_track	scenario	scale	baseline_sd	cumulative_effect_raw	cumulative_effect_standardised	cumulative_effect	cumulative_ci_low_raw	cumulative_ci_high_raw	cumulative_ci_low_standardised	cumulative_ci_high_standardised	ci_width	peak_time	onset_time	onset_ci_low	onset_ci_high	terminal_effect_standardised	significant	effect_sign	paired_seed_sign_consistency	paired	saved_significant	ci_excludes_zero	row	column	code	display_na	display_significance_dot
destination_preference	minus	unhappy_fraction	primary_discovery	schelling	micro	0.024025041696825806	0.017353927203065136	0.7223266216165585	0.7223266216165585	0.016203154932950194	0.01848184067688378	0.6744277548992124	0.7692740312423935	0.0948462763431811	15	1	1.0	1.0	0.06513667219311653	True	1	1.0	True	True	True	0	14	Mi15	False	True
destination_preference	minus	unhappy_local_similarity_mean	primary_discovery	schelling	micro	0.2054922030679523	0.10327142631855989	0.5025564219797186	0.5025564219797186	0.06426971887494959	0.13908122687218483	0.3127598902314403	0.6768199707615833	0.364060080530143	123	85	11.47500000000001	70.0	0.9058230069469113	True	1	0.8333333333333334	True	True	True	0	15	Mi16	False	True
destination_preference	minus	meso_district_boundary_fraction_std	primary_discovery	schelling	meso	0.02251192939332999	0.004702087951700681	0.20887094435778808	0.20887094435778808	-0.004930053961835286	0.014117567378781807	-0.21899739803270707	0.6271149456858491	0.8461123437185563	51	1	1.0	1.0	0.0487161665388498	False	1	0.4166666666666667	True	False	False	0	16	Me01	False	False
destination_preference	minus	meso_district_destination_similarity_std	primary_discovery	schelling	meso	0.002547082688080282	0.0010058010468607936	0.3948835471921246	0.3948835471921246	0.0009190617890021676	0.0010952806882275402	0.36082919227677607	0.4300137931733365	0.06918460089656042	46	37	0.0	21.0	0.10310464590981998	True	1	1.0	True	True	True	0	17	Me02	False	True
destination_preference	minus	meso_district_group_entropy_mean	primary_discovery	schelling	meso	0.047964483704550046	0.011924724794999312	0.24861572300981738	0.24861572300981738	-0.006746317140783272	0.029088426863021426	-0.14065234564681237	0.6064576248167145	0.7471099704635269	30	7	3.0	6.524999999999977	0.11066863486962934	False	1	0.5833333333333334	True	False	False	0	18	Me03	False	False
destination_preference	minus	meso_district_local_similarity_std	primary_discovery	schelling	meso	0.007134236954473445	0.003222259106495989	0.4516613517407082	0.4516613517407082	0.00042119482724477285	0.005896441505747261	0.05903852506338005	0.8264992518996669	0.7674607268362869	52	25	1.0	15.0	0.08327387789818295	False	1	0.625	True	False	True	0	19	Me04	False	False
destination_preference	minus	meso_district_move_distance_std	primary_discovery	schelling	meso	0.00178251365343307	0.0010063864601777015	0.5645883599485648	0.5645883599485648	0.0009101059846622134	0.001097782624903254	0.5105744816649093	0.6158621129150714	0.10528763125016216	45	11	0.0	11.0	0.11964218516109874	True	1	1.0	True	True	True	0	20	Me05	False	True
destination_preference	minus	meso_district_move_fraction_std	primary_discovery	schelling	meso	0.0031904991329334506	0.0019459484052610613	0.6099197411384004	0.6099197411384004	0.0017797475248219929	0.002108820162158932	0.5578273024589837	0.6609687306888603	0.1031414282298766	46	8	1.0	8.0	0.13992575865061205	True	1	1.0	True	True	True	0	21	Me06	False	True
destination_preference	minus	meso_district_neighbour_count_std	primary_discovery	schelling	meso	0.06731763584025327	0.0029011884178304762	0.04309700395175906	0.04309700395175906	-0.02243403238704241	0.026778071605572492	-0.33325639124165074	0.3977868692405902	0.731043260482241	39	-1	1.0	17.0	0.14024522315624327	False	1	0.4583333333333333	True	False	False	0	22	Me07	False	False
destination_preference	minus	meso_district_unhappy_fraction_std	primary_discovery	schelling	meso	0.00932837309202597	0.007477527246033668	0.8015896418664438	0.8015896418664438	0.006411625643998705	0.008455418354890202	0.6873251724332784	0.9064194014836324	0.21909422905035403	26	8	1.0	8.0	0.3109955017704451	True	1	1.0	True	True	True	0	23	Me08	False	True
