scenario,time,unhappy_agent_fraction,changed_cell_fraction,opinion_dispersion,extreme_agent_fraction,snapshot
deffuant,101,,,0.5022737383842468,0.008333333333333333,False
deffuant,102,,,0.5025794506072998,0.008333333333333333,False
deffuant,103,,,0.5030106902122498,0.008333333333333333,False
deffuant,104,,,0.5032572746276855,0.008333333333333333,False
deffuant,105,,,0.503625750541687,0.008333333333333333,False
deffuant,106,,,0.5041130185127258,0.008333333333333333,False
deffuant,107,,,0.5043860077857971,0.008333333333333333,False
deffuant,108,,,0.5046679377555847,0.008333333333333333,False
deffuant,109,,,0.5047532320022583,0.008333333333333333,False
deffuant,110,,,0.5051572322845459,0.008333333333333333,False
deffuant,111,,,0.5053809285163879,0.008333333333333333,False
deffuant,112,,,0.505508303642273,0.008333333333333333,False
deffuant,113,,,0.5058184862136841,0.008333333333333333,False
deffuant,114,,,0.506071150302887,0.008333333333333333,False
deffuant,115,,,0.5062159895896912,0.008333333333333333,False
deffuant,116,,,0.5063425898551941,0.008333333333333333,False
deffuant,117,,,0.506519079208374,0.008333333333333333,False
deffuant,118,,,0.5066921710968018,0.008333333333333333,False
deffuant,119,,,0.5068610310554504,0.008333333333333333,True
